reviewText|sentimentScore
CAMILLE 2000 <br /><br />Aspect ratio: 2.35:1 (Panavision)<br /><br />Sound format: Mono<br /><br />Whilst visiting Rome, an amorous nobleman (Nino Castelnuovo) falls in love with a beautiful young libertine (Daniele Gaubert), but their unlikely romance is opposed by Castelnuovo's wealthy father (Massimo Serato), and Fate deals a tragic blow...<br /><br />A sexed-up love story for the swinging Sixties, adapted from a literary source (Alexandre Dumas' 'La Dame aux Camelias') by screenwriter Michael DeForrest, and directed with freewheeling flair by Radley Metzger who, along with the likes of Russ Meyer and Joe Sarno, is credited with redefining the parameters of 'Adult' cinema throughout the 1960's and 70's. Using the scope format for the last time in his career, Metzger's exploration of 'la dolce vita' is rich in visual excess (note the emphasis on reflective surfaces, for example), though the film's sexual candor seems alarmingly coy by modern standards. Production values are handsome throughout, and the performances are engaging and humane (Castelnuovo and Gaubert are particularly memorable), despite weak post-sync dubbing. Though set in an unspecified future, Enrico Sabbatini's wacked-out set designs locate the movie firmly within its period, and Piero Piccioni's 'wah-wah' music score has become something of a cult item amongst exploitation devotees. Ultimately, CAMILLE 2000 is an acquired taste, but fans of this director's elegant softcore erotica won't be disappointed. Next up for Metzger was THE LICKERISH QUARTET (1970), which many consider his best film.|0
I love the music of the Clash and I love the music of Joe Strummer and The Mescaleros. I went to this movie hoping to learn about the man behind most of that. But I came out of the theatre not knowing much more about Joe than I already did after reading the entry on Wikipedia. The movie never really gets through to the person, his thoughts and feelings. What they did was to collect the little material that they had, shaky blurry videos and to interview some people about Joe Strummer at a camp fire. It turns out that most of these people knew him very little or not at all, and that the director just wanted them in the movie in order to have some more celebrities say, "Oh, he was such an inspiration to all of us". Like Bono or Johnny Depp (whom they seemingly asked to keep his pirate costume on to benefit from his current success in Pirates of the Caribbean). It seems that the director could not even wait until the body was cold before he jumped in to sell his version of "the greatest punk rocker and hippie at heart" that ever lived, sanctifying the person without really knowing enough about him.<br /><br />Sure, being a fan i enjoyed seeing the images of the band, hearing the anecdotes behind the songs and such, but in the end I felt like what remained as the portrait of Joe Strummer could have easily been told in 60-90 minutes.<br /><br />Go see the movie if you are a fan, otherwise better listen to some music of the Clash or even better the undeservedly unknown Mescaleros, where Joe Strummer reached the peak of his musical development before his death, melting all his rich influences together to one amazing sound.|0
I watched an episode. Yes I sat through the entire miserable experience, and I have to say, this brand of comedy is one of the worst you will get. Imagine Peter Griffin, of Family Guy fame. Now imagine Peter Griffin as a(admittedly slim and minus the glasses) woman, except that he now lacks the something that made him hilarious. Peter Griffin is an idiot, but he doesn't know he's an idiot. Sarah has none of the genuine character, none of the acting ability to pull her character off. Maybe its the trite, formulaic jokes that pull her comedy even lower than her character can take it by herself. Maybe it's the lack of believable foils. Her insensitive, bigoted persona may appeal to insensitive, bigoted people unlike the mass appeal that Stephen Colbert's insensitive, bigoted character has. Like Bill O'Reilly, Sarah creates an annoying, unfunny character. She lacks something that is necessary for the genre of satire, let alone for the entire world of comedy. What Sarah Silverman lacks, its noticeable. And when you don't believe it and identify with it, it's not funny anymore.|0
Another wonderful Patterson book made into an incredibly awful movie. If the big budget movies don't work then why make a low budget made for t.v. movie that's 10 times worse! I am desperate for a good movie that will do ONE of his books justice!|0
#Oh, come on people give this film a break. The one thing I liked about it was......... Sorry, still thinking. Oh yeah!!!! When John Wayne came and shot up the the bad guys. Oh, sorry, wrong movie, I was thinking of a better quality film. Let me see now, I'm still trying to defend it. Oh yeah, the chick that was from Clueless was in it. Don't put down Stacy Dash. I mean, we all make mistakes. But boy, Stacy, you made a dooooosie.<br /><br />Hey, one thing that has never been done in a western, even an all female cast, they actually hung a woman from the gallows. That might be a western first. Even though her neck should have been broken and she survived the ordeal, still, you've got to give the director some effort for trying a western first. Also, I've never seen a woman lynched from a horse in any western, although that didn't happen in this movie, I just thought I would give the director another idea for Gang Of Roses##2, which should be made right after Ed Wood's Bride Of The Monster ##2. Maybe that was what the makers of this film were going for. Orginality, especially with an all African woman cast and an oriental cowgirl.<br /><br />Heeey, if the makers of Gang Of Roses want to make a sequel to this mess, you could have such slang like, "Hey, don't you be takin about my homegirls" and "talk to the hand, baby, talk to the hand." You could also have a surfer dude type deputy marshal that says things like, "That gunfight was TOTALLY RAD man, totally." You know things like that.#|0
I've read comments that you shouldn't watch this film if you're looking for stirring Shakespearian dialogue. This is true, unfortunately, because all the stirring dialogue, this wonderful play contains, has been cut, and replaced with songs. I've read this play, and recently was lucky enough to see it performed, at it remains one of my favourite Shakespearian Comedies, but this movie seems to take all that I like about it away. The Princess, though no doubt doing what she was directed to do, had no regal bearing, and all the girls seemed to lose the cleverness of their characters - also affected by unwise cuts, which not only took away the female characters already sparse dialogue, but took comments out of context - it was a little unnerving to hear the Princess proclaim; "We are wise girls to mock our lovers so!", when mocking had not taken place at all. The news reels throughout the film also disrupted the flow, and took away many excellent scenes, as they showed the information in the scenes after them, and were in modern phrasing. In conclusion, an excellent play, ruined by an odd concept, and unwise cuts. Kenneth, I usually love what you do. What were you thinking?|0
Manoj Agrawal after the failure of PARDESI BABU(1998) returned with this film<br /><br />The film has Govinda in 8-9 roles, as his father, mother, grandfather, sister and later-on he also has disguises <br /><br />He in short is a useless detective send on a case by his friend to get proofs against his wife, whose photos he looses at the airport while flirting with Rani<br /><br />He disguises as a Sardarji in the plane and again as a girl The funny part is how easily and in short time he does that?<br /><br />Then he disguises as a french singer and enters a TV to get proofs lol and then as a maharashtrian(yes inside the TV itself) <br /><br />The rest of the film has the same mistaken identities and ends on a predictable note There are some funny scenes like Govinda being bashed by an African and also many other portions <br /><br />Direction by Manoj Agrawal is okay Music is okay<br /><br />Amongst actors Govinda again proves he is one of the most watchable actors He as usual is fantastic though he has done such roles before he fits in all the get ups and roles too well here again though the much hyped 6-7 roles don't actually fit in the film Rani looks fat, teams up well with Govinda thatz it She is nothing great and kept doing such type of roles Amongst rest Nirmal Pandey is as usual Johny Lever is too loud at times and funny in places in 1 role and irritates as the older Tinnu Anand is okay Satish Kaushik is hilarious, Paresh is okay Tanaaz is okay|0
Normally I'm not motivated to write reviews. But this movie was so excruciatingly painful I feel I must. I cringed at the appallingly predictable plot, the lame acting and laughed at moments which were supposed to be tense. Indeed most of the audience seemed pretty bored and chatty even at the "most tense" moment of the movie. Molly Ringwald stood out as the only performance of any merit in a tortured production. Even the "twist" at the end wasn't. I've heard it said that the movie didn't take itself seriously; but I could find little evidence of that in the movie.<br /><br />Cut should have been left on the cutting room floor. Do yourself a favour and spend your time and money on something else!|0
Colleges, High Schools, Fraternities and Sororities have been the most popular stalking grounds for maniacal madmen since the slasher cycle first became a popular cinema culture throughout the late seventies. Even backwoods cabins and campsites have rode shotgun to the amount of massacres that have taken place on campuses since Halloween categorised the genre as a cult horror category. From early entries like To all a Good Night right up until the big budgeted schlock of titles like Urban Legend or Schools Out, there's usually always been a campus slasher lurking somewhere in the pipeline. Despite being picked up by Troma - the titans of B movie badness  Splatter University was heavily panned upon release and never really found an audience. Even notorious hack and slash websites like HYSTERIA-LIVES have written off Richard Haines' splatter yarn as one of the worst of the early eighties boom. I always approach criticised movies optimistically because there's often the chance than a few bad reviews can be unfairly contagious like a dose of the flu, which crowds the judgement of certain authors.<br /><br />It begins in traditional fashion at the place where any maniac worth his salts emerges. Yep you guessed it  an insane asylum! It seems that one of the inmates has decided that he's unhappy with the level of service at the institution and therefore he's looking to take his business elsewhere. The unseen nut-job makes his break after stabbing an unfortunate orderly where the sun certainly doesn't shine. He obviously favours the dress sense of the murdered worker, so he takes the liberty of borrowing his uniform, blood stained trousers and all!<br /><br />Three years later, we transfer to St Trinians College, an educational establishment that is controlled by catholic priests. A teacher is busy after hours marking her students work when all of a sudden there's a knock at the door. Before she has a chance to find out what the unseen visitor wants, he stabs her in the chest with a kitchen knife and she falls to the floor in a bloody heap. This of course means that there's a vacancy at the university and so we're introduced to Julie Parker (Francine Forbes), the lovable replacement for the recently departed lecturer. It seems that her arrival has inadvertently given the resident maniac all the motivation that he needs to go on a no holds barred slaughter-thon. Before long students and teachers alike are dropping like flies to the camera shy menace as he stalks the corridors and local areas armed with an exceptionally large blade. Suspicious suspects abound, but can professor Parker solve the mystery of the campus murderer before she becomes just another statistic? <br /><br />I'm not precisely sure how many versions of this movie are available. The UK altered video was released under the alias of Campus Killings, but the US copy that I own states that it's the complete unedited edition, which could mean that there is a censored print floating about somewhere? I'd be fairly surprised if that was the case as Splatter University certainly isn't as gore-delicious as the hyperbole packaging would lead you to believe. One or two litres of corn syrup certainly don't stand up to gore hound's scrutiny when compared to the likes of Blood Rage or Pieces, so in this instance the movie is somewhat over hyped. One thing that many critics have failed to mention is the charming lead performance from Francine Forbes, who ends up carrying the entire picture on her shoulders throughout the 79-minute running time. Despite amateurish direction from Richard Haines she still unveils some magnificent potential that should have lead to the chance of another stab at serious acting under a more accomplished helmer. Unfortunately that possibility never came, and bottom of the barrel bombs like Death Ring and Splitz certainly didn't help to nurture a talent that could have improved dramatically under the right scholarship.<br /><br />The rest of the cast members were par for the course of movie obscurity, especially the wooden plank teenagers who for some strange reason acted like they were auditioning for a remake of Grease or The Wanderers. The bog standard point and shoot direction couldn't have helped to build much confidence in the project and the fact that the few signs of potential were undermined by the clumsy handling of the script writer left the feature effectively unredeemable. Perhaps the only claim of originality to be found in Haines' slasher is the brave attempt for the contrasting conclusion. Let's just say that it's not a final that I was expecting to witness in a movie that was so typical of the cycle.<br /><br />At one point in the runtime, one of the teens says, "Man that Parker bores me to tears" Well the same can be said for Splatter University, which never lifts the pace above slow motion. With that said though, Francine Forbes made for a delectable scream queen and undoubtedly one that I would have paid to watch again in a similar role. So that pretty much sums up this un-troma-tising ride. Slow paced, shoddy but still strangely alluring; you'd have to be especially forgiving to give it a chance|0
Preposterous sequel stretches credibility to a great degree as diabolical sociopath Stanley Kaldwell returns this time infiltrating the movie production of the novel he wrote for the garden drownings, assuming the identity of a second unit director he murdered.<br /><br />Film pokes gleeful fun at Hollywood, with a tongue-in-cheek script taking shots at tyrannical directors who sleep with their actresses(..looking for a way up the ladder)and dislike anyone challenging them for complete spotlight. Brian Krause, who I thought was dreadful, overacting to the point where the satire felt incredibly forced, portrays the loud, temperamental director who doesn't like the fact that his second unit director and screenplay writer, Alison(..played by Dahlia Salem)seem to be taking over the production. Andrew Moxham is Paul Parsons, who is the brother of a victim from the first film. The film's dark humor this time takes the idea of a serial killer actually operating as director of a movie set and exploits it for all it's worth. Nelson again ably slides back into his psycho role without any difficulty, with Stanley as clever as ever, using his brains to commandeer a film production, killing whoever he has to in order to maintain full control of his work, letting no one stand in his way..that is until Alison realizes who Stanley really is. Alison is the type of ambitious writer who wants to capture the essence of her subject..what motivated Stanley to kill, why would he do such a thing, and what led such a man down this dark path? The humor of Alison actually working with that very man is also part of the satire at the heart of this dark comedy thriller. Of course, you get the inevitable showdown between Alison and Stanley, with a really ridiculous, unbelievable conclusion regarding the killer's fate(..quite a hard pill to swallow). Unlike the first film, which was photographed with sophisticated polish, director Po-Chih Leong uses unnecessary techniques which are not needed(..such as shooting an all kinds of weird angles, slow-motion in a sepia color, and several instances which are captured on video)and rather annoy instead of impress. This sequel, to me, just wasn't on target as much as the original, with a lot of the humor less effective and more obvious.|0
Why did the histories of Mary and Rhoda have to be so dour? Divorced women with indifferent daughters. And why very little reference to the original show and characters? The daughter characters were silly and uninteresting. Why can't there ever be daughters who like their mother's on TV? It makes sense that Mary would leave Minneapolis, and Rhoda would return to NYC, but why couldn't Phyllis or Sue Ann Nivens be guest stars? It just seems a pitiful way to remember such wonderful characters. It was good to see Mary and Rhoda together of course, but it could have been better, much better. Well, there has been a Mary Tyler Moore Show Reunion, a Dick Van Dyke Show Reunion, hopefully Mary will do better next time if she revisits her old Mary Richards stomping grounds again.|0
This is the weakest of the series, not much of a plot and a rather odd-looking Wallace. But it's still pretty good, considering. A sign of greater things to come!<br /><br />6/10|0
This kid is rather bad, but in no way do they make him the type that outsmarts adults and can foil experienced thieves at every turn. No, he is not so much a brat, as he is a kid with severe emotional problems. A nice couple looking to adopt get rather suckered into adopting him and while the husband is a bit more willing to give this kid a chance the mother is not. Through in a bizarre Michael Richards character and the always annoying Gilbert Gottfried and you have yourself a rather bad movie with a few laughs in it here and there. I actually prefer the sequel to this film as I like the fact they brought Amy Yasbeck back as a different more likable character as there are one to many characters in this film that are thoroughly unlikable as it is. Even the kid is rather annoying at first in this one, and they kind of chill him out in the sequel too. The plot is simple enough though as the prospective parents go to adopt this kid that they think is great by the way the orphanage is throwing a party as they depart, they soon realize they have themselves a little hellion. Add to that this little hellion getting into contact with a convict of some sort. Not sure about this character, at first I thought it was supposed to be his real father or something. Not all that good, but I will pick this ahead of that Culkin kid any day of the week.|0
Well, I just ordered this on my pay-per-view at home because I was bored and needed a laugh. I have to admit, I did chuckle a few times, but I don't even remember what parts they were at. I don't understand why this movie was made. It claims to be a comedy but seriousuly, I don't find a singing penis, or a naked 70 year old woman very funny. This movie was trying to fit itself into the 'gross-out' comedies of recent years such as American Pie and Road Trip, but it just failed miserably. It was way to much gross-out then it was comedy. Also, why on earth did Cameron Diaz attach her name to this movie?!?! The only thing I liked about this movie was when Dave and Angela were in the pool. I thought it was sexy and enjoyable and well-done. Besides that, avoid this movie. 3/10|0
Play Mystery Theater 3000 at home with your friends! Rent this movie for the laughs! The acting is poor, the sounds is terrible and the fights are ridiculously unbelievable. I thought the movie was a joke until I looked it up on IMBD. I can't wait to rent the sequel, China O'Brien II.|0
I can't believe this movie was made as recently as 1984. It's got some laughable acting, not to mention one of the stupidest plots ever. Who would ever ask fat Texas sheriff Joe Don Baker to escort an Italian he illegally arrested in Mexico back to Italy? Not to mention that the title of the movie tells you pretty much nothing about it - in fact, it's about as generic a title for a wannabe action/cop film as I can think of.<br /><br />I'm glad I only saw this on MST3K with Mike and the bots as a shield. They remark on the female lead's resemblance to Elaine from Seinfeld ("None of them are spongeworthy") and riff non-stop on Baker's weight. This movie probably isn't worse than "Mitchell," but Baker's reputation definitely precedes him here: when his title comes up at the beginning of the film, Tom says, "I wish I was illiterate so I wouldn't have to read that."|0
This movie is very much like "Flashdance", you know that dance flick with Jennifer Beals. That film is probably the most boring film I have ever seen since it's not even bad enough to be funny. "G.I. Jane" is much better than that film, but that doesn't say much. Here Demi Moore sweats a lot and there's high music and we get to see her fight and everything, but it is certainly not very engaging. I really think the idea behind the film is kind of interesting, but the script is too clichéd and Ridley Scott can't do anything about that. Well, like I said... It's better than "Flashdance"... (4/10)|0
Wow...OK. So, after reading the little feud on here, I decided I had to see this movie for myself. This movie is HORRIBLE. I stopped watching it. I strongly recommend cleaning a closet instead of watching this movie, you'll be more spooked/entertained.<br /><br />It's low budget with bad acting.<br /><br />Whoever is giving this movie 10s is completely incorrect and should be disregarded.<br /><br />I am in no way connected to any of the other reviewers.<br /><br />Simply put, this movie is not worth watching.<br /><br />Very, very BAD MOVIE.|0
An average TV movie quality, totally formula story of religious fanatic (Ron Perlman, who gives good "I'm not just the President of 'Psychos R Us,' I'm also a client.") who gets control of a biochemical virus (think the virus from the movie "The Rock"). Too bad for him that he also gets stuck in a bank building during an earthquake with bank robbers and the government agents trying to stop him (led by the impressively physiqued, mildly entertaining Wolf Larson, backed by Fred Dryer) along with the standard "in the wrong place at the wrong time" spunky female (the forever bland Erika Eleniak) and "lived as a wimp but died as a hero at the last minute" male (Brandon Karrer). Has the standard background story to give sympathy to the religious fanatic (wife and son killed in a police raid a few years previous). <br /><br />Basically a decent rainy day movie.<br /><br />Favorite line, spoken by Ron Perlman after he finds the vial of the virus hidden in Erika Eleniak's cleavage: "A woman and her mystery."<br /><br />Worth a rent.|0
